"","GEOID_ZCTA5_20","lat_mean","lon_mean"
"1","02657",42.0539074279413,-70.1861904923411
"2","02663",41.9105047070026,-69.9966610525996
"3","02667",41.9243650078079,-70.0168702590811
"4","02652",42.0311564916165,-70.0846137923188
"5","02666",41.9963059929732,-70.0579967644332
"6","02642",41.8412599781035,-69.9854311444999
"7","02653",41.7786787032736,-69.9810127633726
"8","02643",41.78796866836,-69.9396844402407
"9","02633",41.6886724377491,-69.9822284377591
"10","02650",41.7024676327754,-69.9665877638654
"11","02659",41.6816655294948,-70.0227928101398
"12","02631",41.7482646245536,-70.0700958883574
"13","02645",41.7021191900032,-70.0593734376028
"14","02646",41.6711547772108,-70.0742478492271
"15","02639",41.666479165578,-70.132799179137
"16","02671",41.6673520089615,-70.1129008831553
"17","02638",41.7313225901205,-70.1894935950737
"18","02660",41.7092833603988,-70.1582665685461
"19","02641",41.7516395328454,-70.1543605577103
"20","02670",41.6619014506849,-70.1674250874581
"21","02675",41.7056392507525,-70.2231818510961
"22","02664",41.6733509788083,-70.196757060841
"23","02673",41.6611707427732,-70.2392646951568
"24","02601",41.6554141120706,-70.2990830176549
"25","02637",41.7044153201889,-70.2724947966757
"26","02630",41.6982939870756,-70.2994505478539
"27","02668",41.701282145455,-70.375703469403
"28","02537",41.7251473072114,-70.4442463179527
"29","02647",41.6327792794955,-70.305462259782
"30","02672",41.6364804363484,-70.3201602824646
"31","02632",41.661718903592,-70.3502439342174
"32","02648",41.6683144710404,-70.4162816743181
"33","02655",41.6393767085606,-70.3845475225864
"34","02635",41.6308080322978,-70.4417042943671
"35","02562",41.7907275060061,-70.5333938646395
"36","02563",41.7164962687246,-70.4757890960423
"37","02644",41.6833263068493,-70.5123702865009
"38","02532",41.7461522576798,-70.6049163132094
"39","02561",41.7699911019462,-70.5347021224646
"40","02553",41.7153967466387,-70.6141958111984
"41","02559",41.6933945945563,-70.6090972627634
"42","02534",41.6663508051275,-70.6141407697488
"43","02542",41.6646875406587,-70.5774571329234
"44","02649",41.623237404806,-70.4867636599166
"45","02556",41.640481805642,-70.6235513144228
"46","02540",41.5654378076622,-70.6207859708819
"47","02536",41.5883046257689,-70.5651380528747
"48","02543",41.5264849918923,-70.6648888061449
"49","01201",42.4530678034222,-73.2486269394878
"50","01237",42.5345307669593,-73.2395064749412
"51","01224",42.5077575004398,-73.1977748339542
"52","01226",42.471168019606,-73.1638982459894
"53","01240",42.3671812058752,-73.2720627557233
"54","01242",42.3340543771496,-73.2486991659432
"55","01238",42.3053730287754,-73.2458237317369
"56","01260",42.2729368715828,-73.2772516666354
"57","01267",42.7045893226713,-73.207899110807
"58","01247",42.6990146566189,-73.1086008000056
"59","01220",42.6232186328941,-73.1174421977134
"60","01225",42.5620967524769,-73.1541103270794
"61","01262",42.2987985696341,-73.3169169599363
"62","01229",42.2868272926751,-73.3453960155687
"63","01236",42.2559821511675,-73.3718534919508
"64","01230",42.1929735277481,-73.3638654166283
"65","01257",42.1016236612922,-73.3638504140448
"66","01222",42.0598351914072,-73.3185621441143
"67","01343",42.6625434188616,-72.9984510642115
"68","01256",42.5776349774789,-73.0186370309835
"69","01070",42.5175378804572,-72.9202471464106
"70","01270",42.5067698432523,-73.0486930147865
"71","01026",42.4690094449802,-72.9191174638287
"72","01235",42.4371651031026,-73.0932464659253
"73","01223",42.2965037373551,-73.0845222728421
"74","01264",42.2357697483657,-73.194055545235
"75","01245",42.1823032383383,-73.2101729489682
"76","01244",42.1088440655341,-73.2739218086329
"77","01259",42.0751349785161,-73.2565541312317
"78","01253",42.2037041080119,-73.107604712797
"79","01008",42.1830020047666,-72.9422195925417
"80","01029",42.1767136603768,-73.0466183602177
"81","01255",42.1133422838485,-73.1248223728049
"82","01266",42.3220895106265,-73.3868978364693
"83","01258",42.0978123809938,-73.4622735862161
"84","01254",42.3767726332629,-73.361668627642
"85","02356",42.0559304336493,-71.1151755530262
"86","02375",42.0242944463731,-71.1044900775882
"87","02767",41.9300911997429,-71.0419879459472
"88","02048",42.0221392098185,-71.2118299231864
"89","02766",41.9695310393055,-71.1887468016933
"90","02780",41.9039763442352,-71.1037502192731
"91","02764",41.8560072861605,-71.1514594282954
"92","02718",41.8698454137078,-71.019847893262
"93","02715",41.8183856440539,-71.1469775029466
"94","02779",41.8359969457629,-71.0784145701479
"95","02702",41.7946706518424,-71.0605082479395
"96","02717",41.760582403163,-70.9651073844771
"97","02747",41.641125302455,-70.9997821103871
"98","02760",41.9759707453895,-71.3304747523041
"99","02763",41.9660402229145,-71.3088556975633
"100","02703",41.9293608770809,-71.3015273963715
"101","02861",41.8968962600383,-71.3567616565074
"102","02771",41.8382020456545,-71.3223233348674
"103","02769",41.8448882879186,-71.2482907961851
"104","02721",41.6868572220361,-71.1564075665611
"105","02724",41.6850848872398,-71.1745732414902
"106","02723",41.6929672234813,-71.132726552234
"107","02720",41.7206010442319,-71.1379897212233
"108","02790",41.6219584313518,-71.08786162266
"109","02726",41.7570526742625,-71.1481267981486
"110","02725",41.723750406704,-71.1776284857056
"111","02777",41.7487601004635,-71.2120176975943
"112","02791",41.5224309334007,-71.0752788988757
"113","02745",41.6922840697257,-70.9352603428837
"114","02746",41.6602422849687,-70.9315467438051
"115","02743",41.7034170857283,-70.9067227940947
"116","02740",41.6354037005009,-70.9370454349401
"117","02748",41.5917435717572,-70.9559195708824
"118","02744",41.6128104668761,-70.9168318942133
"119","02719",41.6421611734237,-70.8881413686647
"120","02357",42.0622775946768,-71.0774635312357
"121","02568",41.4471699060759,-70.6035429333907
