GEOID_ZCTA5_20,lat_mean,lon_mean
86535,36.8363104643724,-109.85087874969
86545,36.7175561691947,-109.616984540239
86033,36.6864243401896,-110.226627486859
86503,36.1821488385873,-109.619880861699
86514,36.8948660261483,-109.315466373886
84531,36.9824117913047,-109.869689095662
86544,36.5936026139453,-109.120627984803
86538,36.3745307831264,-109.612843707005
87328,36.0564672338051,-109.168562264949
86504,35.7744227003863,-109.086037285059
86515,35.6749826353301,-109.060407701514
86507,36.4098117523172,-109.249616212551
86547,36.5217457806348,-109.470226492982
86556,36.282053554704,-109.204251130205
86520,36.0399063112445,-110.004663393228
86540,35.9349519160429,-109.481524588137
86505,35.6742152518802,-109.651516930141
86506,35.3087425600529,-109.234784912758
86502,35.2872659903451,-109.489122528109
86512,35.1658967471015,-109.300341445962
86511,35.6463295230476,-109.157619633152
86034,35.7595712548406,-110.130960664229
86508,35.3218002616112,-109.079416909844
85936,34.4993922279188,-109.372997584342
85924,34.4489580170848,-109.720936258114
85940,34.2685713494727,-109.737560868241
86028,35.0404213061305,-109.789682303747
85901,34.2649916085332,-110.048107913628
85938,34.1282548315714,-109.277311309734
85925,34.1051093028996,-109.292395811558
85932,33.9579786819239,-109.207537607943
85927,34.0154700115614,-109.465095827745
85920,33.8371086915773,-109.138766491649
85930,34.0757989508581,-109.868088459696
85632,32.0557645086015,-109.165134465761
85605,32.3033869965829,-109.47104224345
85643,32.307782786749,-109.864083550229
85625,31.9157750341828,-109.768349346489
85606,32.0164521307693,-109.904279628683
85609,32.0347404911987,-110.046896323163
85610,31.708548828466,-109.704120390125
85602,31.9782698289698,-110.347524722403
85627,32.0012983430967,-110.266367829515
85630,31.9000345396134,-110.217796356658
85638,31.7166340494663,-110.056551015021
85607,31.353580576292,-109.541255041633
85617,31.5278884195134,-109.702759582498
85603,31.4114306819277,-109.908922839118
85608,31.4606725586305,-109.59098650724
85626,31.3593702463301,-109.56872523134
85620,31.3378271332773,-109.947775376235
85635,31.5493499905906,-110.267507569452
85615,31.4286218108464,-110.199523652725
85616,31.6755777451318,-110.334657427794
85611,31.6321241769947,-110.53138155633
85613,31.5572561732389,-110.350145485653
85650,31.4971470083007,-110.251463702863
86001,35.1974154113603,-111.661053150309
86004,35.2300850629783,-111.570719237612
86005,35.1456116808714,-111.672066395805
86011,35.1873021231412,-111.655340813631
86017,34.9444215279593,-111.633833887201
86336,34.8632706520321,-111.795733891249
86047,35.1248622842457,-110.638446560908
86038,34.9065566423073,-111.463182919725
86024,34.6409096756983,-111.13841357199
85931,34.3538778235792,-110.81591705454
86046,35.3302265993867,-112.166231851449
86022,36.9393276194384,-112.626690463392
86040,36.8821882968999,-111.463958788355
86036,36.6847464195523,-111.701041571387
86052,36.2179582123646,-112.116295559924
86018,35.2706290886814,-111.955342312379
86023,36.0319822928847,-112.13136367825
86020,36.0642195657525,-111.482929913951
86015,35.2345899969206,-111.811309740106
86320,35.2433604848946,-112.513114654036
86435,36.1557709059251,-112.635902100506
86337,35.3086413385294,-112.986895552658
86434,35.529591020266,-113.437516143873
86053,36.5859154238794,-111.08269325647
86044,36.4690608348221,-110.883368679998
86045,36.1283419254569,-111.233012900479
86054,36.5590099394707,-110.651434507799
86016,35.762733477185,-111.584659610449
86035,35.3292518705436,-111.007318623454
86003,35.264239419266,-111.19680028669
86030,35.9220362874885,-110.667184081296
85544,34.393028708903,-111.474069088276
85541,34.242184134506,-111.306732524808
85554,34.1018050191767,-110.955580898745
85553,33.8397724799784,-111.292657848298
85545,33.6138436355512,-111.013374785899
85501,33.4002114593165,-110.786508305975
85264,33.6206526539376,-111.668106223797
85539,33.4011039888877,-110.858700981708
85532,33.4079128824653,-110.843867301422
85192,32.9447163377177,-110.73188304688
85135,33.0054176096837,-110.786518272278
85941,33.8374594482858,-109.982103216228
85550,33.3630911362441,-110.492886714632
85542,33.3019853979271,-110.430756548954
85533,33.0433141817163,-109.283163269472
85536,33.0299982804268,-109.978407040531
85543,32.8918733054258,-109.839378572866
85530,33.1198714682461,-110.115615267062
85535,32.9858850591468,-109.909176645249
85531,32.8681605133399,-109.787778773735
85546,32.8007792434383,-109.699459324218
85552,32.8313234120888,-109.758894465693
85551,32.8127458146783,-109.626726262288
85922,33.6148143984654,-109.159009708961
85540,33.0462975998106,-109.322596967385
85534,32.8022473735912,-109.133791651222
85357,33.8270858286924,-113.540022270485
85348,33.7321662926431,-113.720306983664
85325,33.9132550533797,-113.989482133544
85344,34.1460651269783,-114.281492739721
85346,33.6600321183114,-114.22356563121
85334,33.6192375527899,-114.510673053938
85328,33.3715882832338,-114.665382546366
85371,33.9787842644194,-114.397431456326
85263,33.7346398252293,-111.68353843807
85262,33.78102361975,-111.82853921648
85215,33.4684828323258,-111.700393084658
85377,33.8193663685098,-111.915683323563
85331,33.7758377994844,-111.970754612915
85266,33.7689066351882,-111.925162232149
85390,33.9766790319031,-112.763073339319
85375,33.6709039222002,-112.355928555588
85378,33.6388379171961,-112.317018351427
85320,33.9318148640633,-113.177281619551
85361,33.7494617834166,-112.548550091125
85342,33.8637268414845,-112.593785897472
85396,33.5209442147638,-112.581842873103
85387,33.7044148688891,-112.426144560046
85374,33.6428648639409,-112.395498042135
85383,33.7239355097748,-112.274392657203
85373,33.667183640886,-112.295171219673
85354,33.4443057109023,-112.853877847794
85322,33.3256125758881,-112.787770005851
85333,32.8936341695862,-113.440440482197
85337,32.9499129407574,-112.733773007628
85326,33.3943681715191,-112.557138436043
85343,33.3452233673488,-112.692986326776
85340,33.5093883398329,-112.372925830605
85355,33.5604416537087,-112.44680510331
85335,33.6048689363071,-112.326073438512
85307,33.5307472892178,-112.316067070032
85392,33.4778784637137,-112.311667826679
85395,33.4821563051857,-112.393890417953
85338,33.4112310450831,-112.416593225228
85388,33.6202818215943,-112.436873040888
85379,33.6066566462638,-112.379598782831
85345,33.5748665021978,-112.244564566073
85323,33.4345194285589,-112.323142066711
85309,33.5380753896213,-112.362142100731
85351,33.6061513979096,-112.281538187768
85381,33.6078401610548,-112.234065637527
85382,33.656591457713,-112.247856035105
85308,33.6593846303085,-112.183242171622
85306,33.6224291847305,-112.176736855479
85363,33.5837614598414,-112.304925280189
85304,33.594288122076,-112.176478912193
85302,33.5672723853667,-112.179591109578
85037,33.4903675508788,-112.260675547533
85033,33.4940137225156,-112.212962931189
85353,33.4235333038549,-112.266312282644
85043,33.4308523064319,-112.208151250788
85329,33.4315904880625,-112.296498652343
85301,33.5314489032132,-112.178792356298
85303,33.5281119447231,-112.218501488175
85305,33.5311705120372,-112.251011451812
85254,33.6202233256439,-111.954688977885
85032,33.6268293666681,-112.005789595386
85028,33.5842967285045,-112.009139688975
85253,33.5497826102,-111.954583470783
85022,33.6329458550455,-112.053178724905
85023,33.6341168615739,-112.095251055144
85029,33.5957669027106,-112.120297168668
85020,33.5628777787155,-112.057537258562
85053,33.6294654452925,-112.131571737462
85051,33.5579835760458,-112.133623256711
85021,33.5588623852819,-112.095612961283
85018,33.495558484462,-111.989720964655
85016,33.5026568519644,-112.032906707752
85014,33.5096403171499,-112.056991696841
85012,33.5060216982661,-112.070391205979
85013,33.50582519808,-112.082568227684
85015,33.5084424917807,-112.102109655019
85017,33.5138634810821,-112.123186021774
85019,33.5114414029349,-112.142798498254
85251,33.4930381747346,-111.920899690265
85031,33.4932624569877,-112.170294097928
85008,33.4647684210788,-111.998689036896
85006,33.4650112721795,-112.0471098575
85004,33.4578336502101,-112.070663313133
85003,33.4528823092314,-112.078024674424
85007,33.4494591184744,-112.090026487173
85009,33.454865372692,-112.13049363626
85035,33.4714187124495,-112.191167090453
85041,33.3872099430027,-112.104870506967
85339,33.3717002774583,-112.175932989418
85034,33.445484602463,-112.042219096889
85026,33.4489047154712,-111.973546573484
85040,33.4011673539547,-112.033866057285
85042,33.3792956971051,-112.031125433264
85044,33.3317127052244,-111.988058125314
85048,33.3021903809594,-112.022817772934
85045,33.2997073770074,-112.098070843071
85283,33.3661439111861,-111.935326826446
85258,33.5650084549807,-111.893009052469
85259,33.5869403761078,-111.820561352947
85260,33.6084724399876,-111.883028612035
85268,33.6059892808295,-111.730336656965
85255,33.6697775399094,-111.885257641897
85054,33.6673428871598,-111.949277198884
85250,33.5223217294648,-111.906661587913
85257,33.4660916733034,-111.915814279362
85281,33.4231931993275,-111.925779708138
85282,33.3929546502066,-111.926772371822
85284,33.3355941199055,-111.932086803251
85224,33.3233089268189,-111.874304528177
85207,33.4411871775213,-111.644229729781
85120,33.4130346870562,-111.569510073552
85205,33.431060741431,-111.716502875159
85203,33.4354303300093,-111.80508662659
85213,33.4415207455342,-111.770667026077
85201,33.4307510489619,-111.848657870283
85204,33.399134309523,-111.788840211519
85206,33.3987041147188,-111.722883727465
85210,33.3907986538158,-111.843383031577
85202,33.3860559840723,-111.873028231818
85225,33.3167839690054,-111.83257596452
85233,33.3492607410536,-111.807924296311
85234,33.3643325440799,-111.739497691412
85296,33.3347840263431,-111.74147283872
85208,33.4042368466716,-111.630952033697
85209,33.3772966793176,-111.640286521458
85212,33.3402762969594,-111.618739885186
85087,33.8932370684925,-112.11211972212
85086,33.8405425496725,-112.11314372975
85083,33.7266126207057,-112.172138889125
85085,33.7538617280121,-112.103867418654
85310,33.7002400669148,-112.173857582465
85024,33.6756458511788,-112.045377150215
85027,33.6700191634044,-112.108840768811
85050,33.6791446663635,-111.998936543301
85139,33.0259797054197,-112.073693507575
85226,33.3110620232951,-111.923791743419
85286,33.2713725682099,-111.832832695536
85248,33.2346296713005,-111.863989506752
85249,33.2252022527306,-111.796893102851
85295,33.3072545152792,-111.736097824972
85236,33.3229222216926,-111.719613248231
85297,33.2768560506198,-111.719597808527
85298,33.2375015465443,-111.725799525845
85142,33.2274303556894,-111.630636597554
85321,32.3744215982011,-112.81016008585
85256,33.4926347403766,-111.848227189217
86440,34.9012345470338,-114.586813875769
86426,35.0081516030265,-114.581727163238
86432,36.8546218085994,-113.970901300389
86021,36.976524459092,-112.980081003705
86441,35.6039778263989,-114.265490400812
86444,35.9684284020853,-114.073318075218
86443,36.0247926893163,-114.31824902664
86445,35.734418708028,-114.37986739111
86401,35.2153776537269,-113.983385787697
86409,35.2563361379584,-114.018236680564
86411,35.3643188809273,-113.732850171367
86437,35.400210766922,-113.652801713907
86431,35.4066071086153,-114.211753587808
86429,35.1698222678336,-114.529766852676
86413,35.1762166639569,-114.217833860975
86442,35.0978260478773,-114.599036937343
86436,34.7798335264316,-114.48054271497
86404,34.5218892247174,-114.324697444637
86403,34.4865807210333,-114.327093409526
86406,34.4730965060737,-114.282100463994
85360,34.6803031143886,-113.582656626599
86433,35.0160713528339,-114.384535548032
86438,34.7844837107245,-114.079511889489
86510,36.1178536983602,-110.201724224964
86039,35.9738416120784,-110.576111447339
86043,35.8111628999841,-110.510441374557
86042,35.8289906945431,-110.385115424787
86031,35.4550603736791,-110.10506644016
86032,34.9677847281414,-110.334560384143
85935,34.1193357823346,-109.919187173116
85929,34.1622647358261,-109.988146662007
85902,34.1678968428907,-110.071692078464
85911,34.0404273328512,-110.484320210593
85926,33.7898830353142,-109.975151866286
84536,36.9847265655381,-110.222520593981
86025,34.9067385713232,-110.154739142715
86029,34.9749476548049,-110.027466353915
85942,34.7749198479587,-110.036197865289
85928,34.4691927016752,-110.57380035705
85937,34.5199148050137,-110.060538576995
85939,34.4576525534542,-110.094326563236
85933,34.4108989272159,-110.557929716497
85912,34.3897609145755,-109.961049275316
85923,34.3638448077758,-110.301249813784
85934,34.3092105898377,-110.253407425487
85701,32.2155472786135,-110.970279629609
85745,32.2444044376265,-111.024060823182
85705,32.2692025628916,-110.986018683203
85719,32.2492861645366,-110.951296938406
85721,32.2310688489622,-110.949567501306
85716,32.247454978991,-110.923457387962
85713,32.1933892858328,-110.979440574519
85724,32.2406626537394,-110.944708515436
85712,32.2504937493036,-110.887532799576
85726,32.2043406477906,-110.945293562158
85711,32.2135329930231,-110.883720692412
85714,32.1694189189213,-110.965878536889
85723,32.1807936957293,-110.96499488237
85746,32.1398387791126,-111.021609241021
85715,32.2475513561831,-110.826020076355
85710,32.214751446952,-110.823980582901
85708,32.183573769273,-110.865615380568
85707,32.1797947735895,-110.877762431987
85706,32.1479817834266,-110.945914154492
85756,32.1077195777494,-110.901256937486
85709,32.1413599012571,-110.990758214653
85730,32.1807674104727,-110.816982843007
85748,32.2166774151711,-110.774865568309
85749,32.2717297701942,-110.76772266641
85619,32.4163921965204,-110.80147995754
85641,32.0101750521434,-110.725719563725
85747,32.1159550549391,-110.772120521575
85750,32.2949820795394,-110.841912720445
85629,31.9557887820002,-110.972212432088
85637,31.687742137091,-110.659360705411
85614,31.8778680690098,-110.98326973398
85645,31.7334757398514,-111.049232249581
85757,32.1310654405222,-111.104074079925
85736,32.0524455143397,-111.267814142257
85735,32.1669098602802,-111.153710911324
85622,31.8149078900358,-111.020205600856
85633,31.5763659103153,-111.542827572949
85601,31.5809838023865,-111.302489304333
85743,32.3486654361164,-111.145287633471
85653,32.4141042253667,-111.249217705596
85654,32.4153932921293,-111.15459850914
85741,32.3368657613122,-111.037617116296
85704,32.3326160942989,-110.985590049726
85737,32.4052251850927,-110.980435420913
85742,32.3776723151571,-111.050912096151
85658,32.4541250816238,-111.11164072508
85755,32.4476208775332,-110.972636712084
85739,32.51496512139,-110.898998781586
85718,32.3103094269086,-110.918941655967
85341,31.9464310382435,-112.745146176294
85634,31.9943745361294,-111.972026945545
85639,31.8096373129958,-111.819119412091
85734,32.0676685214051,-110.867174671831
85118,33.3581089498464,-111.431381595665
85173,33.2866423982199,-111.105634895386
85140,33.2367891512264,-111.548891566364
85132,33.0584940874184,-111.40659627483
85143,33.1616670497235,-111.553227011288
85119,33.4036807160226,-111.521271228124
85631,32.6030479918439,-110.630480708961
85128,32.9778178365817,-111.535391309137
85191,32.985757504099,-111.446541963387
85131,32.7867002423236,-111.563196358012
85141,32.6801827140597,-111.459899141155
85623,32.6043430739006,-110.827982997997
85194,32.8968933606408,-111.642243001076
85122,32.9083215805025,-111.741652437608
85193,32.834694277752,-111.796927972722
85138,33.0580800721185,-112.012780089828
85172,32.9023840348203,-111.955995125406
85123,32.7491687662567,-111.674968998587
85145,32.5669955575749,-111.341585612133
85137,33.0596229783199,-110.913600444654
85618,32.7222284933908,-110.644529890323
85147,33.0894033693219,-111.743606589794
85121,33.1280775192018,-111.903961107599
85624,31.5338732439915,-110.737767988076
85646,31.6168720637246,-111.050613656956
85648,31.4767448452584,-110.985744670507
85640,31.5760144254545,-111.046978091495
85621,31.3629093792546,-110.936971591794
86323,34.7618130363736,-112.461802075358
86305,34.6165794712161,-112.506763337474
86334,34.9020564895226,-112.483528705701
86315,34.6690165940201,-112.316388781109
86301,34.5788252076003,-112.445834611158
86314,34.60436057775,-112.328953917336
86303,34.5273021506085,-112.466841388443
86327,34.5486892293284,-112.24306622117
86333,34.3467391915491,-112.154445384404
86329,34.5028072881473,-112.234680116547
86313,34.5530024012076,-112.452774096171
86338,34.5277297526163,-112.697259247438
86332,34.3662160655231,-112.658522231974
86321,34.5757859657584,-113.166260080399
85324,34.0751282279553,-112.142220255297
85362,34.2250711427801,-112.752680546873
85332,34.145949763556,-112.84679721355
86343,34.2124278014291,-112.335068836045
86322,34.5657279631489,-111.856363100399
86335,34.6413768500145,-111.781265271078
86325,34.7213527529883,-111.924298679061
86326,34.7190745080171,-112.00856790837
86351,34.7821211248965,-111.766981851896
86324,34.7596085874104,-112.056193668632
86331,34.7492420075303,-112.111748137732
85365,32.6676218755456,-114.536909630079
85364,32.6986961610415,-114.649283053876
85367,32.6592277897249,-114.41363393154
85347,32.7608398666549,-113.948908077473
85352,32.6946572286224,-113.953913084121
85356,32.669106472842,-114.137148508918
85349,32.4922684947824,-114.738897498751
85336,32.5023792828211,-114.765539482012
85350,32.5941984121123,-114.700717888182
